question_clean,answer_clean,category,keywords
ハイドラジェントルの後にシミ取りレーザーはどのくらいあけますか／ハイドラジェントルの後にシミ取りレーザーはいつ受けられますか,ハイドラジェントルの後にシミ取りレーザーを受ける場合、同日に受けられます。 ※面の治療との併用は初回は同日不可（2回目以降は同日可、ハイドラ先）。局所治療との併用は初回から同日可,施術間隔,"あける,いつ,シミ取りレーザー,ハイドラジェントル,施術間隔,次の施術,間隔"
ケミカルピーリングの後にシミ取りレーザーはどのくらいあけますか／ケミカルピーリングの後にシミ取りレーザーはいつ受けられますか,ケミカルピーリングの後にシミ取りレーザー（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。 ※ピーリングは顔4週間（医師指示で2週間の場合あり）・背中3週間・その他2週間,施術間隔,"あける,いつ,ケミカルピーリング,シミ取りレーザー,施術間隔,次の施術,間隔"
スマートサイドドット（2回目以降）の後にシミ取りレーザーはどのくらいあけますか／スマートサイドドット（2回目以降）の後にシミ取りレーザーはいつ受けられますか,スマートサイドドット（2回目以降）の後にシミ取りレーザー（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,シミ取りレーザー,スマートサイドドット,スマートサイドドット（2回目以降）,施術間隔,次の施術,間隔"
スマートサイドドット（初回）の後にシミ取りレーザーはどのくらいあけますか／スマートサイドドット（初回）の後にシミ取りレーザーはいつ受けられますか,スマートサイドドット（初回）の後にシミ取りレーザー（同じ部位）を受ける場合、3週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,シミ取りレーザー,スマートサイドドット,スマートサイドドット（初回）,施術間隔,次の施術,間隔"
イボレーザー/CO2レーザーの後にシミ取りレーザーはどのくらいあけますか／イボレーザー/CO2レーザーの後にシミ取りレーザーはいつ受けられますか,イボレーザー/CO2レーザーの後にシミ取りレーザー（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。 ※CO2は初回治療は4週間あけます（色素沈着・傷跡の確認のため）,施術間隔,"CO2レーザー,あける,いつ,イボレーザー,シミ取りレーザー,施術間隔,次の施術,間隔"
シミ取りレーザーの後にシミ取りレーザーはどのくらいあけますか／シミ取りレーザーの後にシミ取りレーザーはいつ受けられますか,シミ取りレーザーの後にシミ取りレーザー（同じ部位）を受ける場合、(再照射)15~20日あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,シミ取りレーザー,施術間隔,次の施術,間隔"
レーザートーニングの後にシミ取りレーザーはどのくらいあけますか／レーザートーニングの後にシミ取りレーザーはいつ受けられますか,レーザートーニングの後にシミ取りレーザーを受ける場合、同日に受けられます。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,シミ取りレーザー,レーザートーニング,施術間隔,次の施術,間隔"
ピコトーニングの後にシミ取りレーザーはどのくらいあけますか／ピコトーニングの後にシミ取りレーザーはいつ受けられますか,ピコトーニングの後にシミ取りレーザー（同じ部位）を受ける場合、2週間あけてください。別の部位であれば同日に受けられます。 ※トーニングは1〜5回目は週1回、6回目以降は月1回が目安です,施術間隔,"あける,いつ,シミ取りレーザー,ピコトーニング,施術間隔,次の施術,間隔"
ピコフラクショナルの後にシミ取りレーザーはどのくらいあけますか／ピコフラクショナルの後にシミ取りレーザーはいつ受けられますか,ピコフラクショナルの後にシミ取りレーザー（同じ部位）を受ける場合、3週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,シミ取りレーザー,ピコフラクショナル,施術間隔,次の施術,間隔"
そばかすシャワーの後にシミ取りレーザーはどのくらいあけますか／そばかすシャワーの後にシミ取りレーザーはいつ受けられますか,そばかすシャワーの後にシミ取りレーザー（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。,施術間隔,"あける,いつ,そばかすシャワー,シミ取りレーザー,施術間隔,次の施術,間隔"
そばかすスポットの後にシミ取りレーザーはどのくらいあけますか／そばかすスポットの後にシミ取りレーザーはいつ受けられますか,そばかすスポットの後にシミ取りレーザー（同じ部位）を受ける場合、4週間あけてください。別の部位であれば同日に受けられます。 ※取り残しは3週間以内、それ以外は3ヶ月以上あけます,施術間隔,"あける,いつ,そばかすスポット,シミ取りレーザー,施術間隔,次の施術,間隔"
フォト/光治療の後にシミ取りレーザーはどのくらいあけますか／フォト/光治療の後にシミ取りレーザーはいつ受けられますか,フォト/光治療の後にシミ取りレーザー（同じ部位）を受ける場合、1週間あけてください。別の部位であれば同日に受けられます。 ※フォト/光治療は赤ら顔も含め4週間。4〜5回で1クール、1クール後は3ヶ月あけます,施術間隔,"あける,いつ,シミ取りレーザー,フォト,光治療,施術間隔,次の施術,間隔"
